Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,63859,64614,67805,69396,67635,70801,72042,74437,73936,78493,76266,83271,83729,83142,89224,90986,0,0,0
Eye of Skovald,0,63219,66954,67923,67060,65432,68759,74497,78251,77723,77417,82611,84347,87987,88753,90960,94715,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,126765,136694,140833,142458,149709,156505,160382,168757,174485,180930,188308,192978,201430
Wriggling Sinew,0,67715,67206,68499,71804,71864,77646,78844,79757,83181,83198,87798,86735,92422,96672,94884,98219,0,0,0
Dreadstone of Endless Shadows,0,105329,109941,117889,119041,122135,131181,133060,136203,143112,146882,149592,159031,163540,166757,177760,181772,0,0,0
Reality Breacher,0,68060,74110,75257,80730,81550,87390,89398,89123,98920,100060,110066,111109,117558,122859,128414,133131,0,0,0
Portable Manacracker,0,65791,69851,75940,78982,78674,85533,89352,92436,98174,102067,108833,112255,115788,122868,126689,135054,0,0,0
Whispers in the Dark,0,107524,115639,115530,121830,122044,127584,134244,140912,145865,144746,150055,161015,169084,171980,181032,189292,0,0,0
Naraxas' Spiked Tongue,0,78091,78188,81728,79554,85931,87060,91310,90678,91995,97954,102069,102648,107421,109679,115736,114395,0,0,0
Caged Horror,0,57107,57215,63016,64832,66991,65543,68526,69089,70110,71498,74599,78770,79156,83388,83341,89278,0,0,0
Pharameres Forbidden Grimoire,0,68548,71419,73525,75522,76547,78161,80255,83480,85640,87322,89815,94742,95422,99501,104267,104478,0,0,0
Figurehead of the Naglfar,0,50697,49261,53018,53882,52594,56996,54231,57022,60193,63767,61377,59811,64289,67923,69224,69711,0,0,0
Obelisk of the Void,0,94854,97837,97858,100617,108143,110508,110812,114033,118046,122209,126708,131045,136707,140711,145091,153503,0,0,0
Unstable Horrorslime,0,59121,64451,61360,62865,64340,64882,70324,68032,71464,71716,72583,75401,74390,75448,72826,79954,0,0,0
Oakheart's Gnarled Root,0,72959,72056,75725,76945,78124,78529,83053,83880,92356,94364,94965,100585,99882,105272,104856,108914,0,0,0
Padawsen's Unlucky Charm,0,106405,113144,114359,121425,125414,126529,132945,135643,141265,146740,151908,154940,164522,165831,173508,176871,0,0,0
Tarnished Sentinel Medallion,0,95374,94274,99792,102484,105681,109294,116697,118963,122624,129347,125984,132854,140108,146743,147134,154316,0,0,0
PVP Insignia of Dominance,0,88967,91407,96284,99008,101469,106837,107606,115271,116133,120192,129868,128343,130639,139077,142179,146755,0,0,0
