Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,44675,47786,48384,47667,50028,54572,53639,54806,56232,57927,57027,60758,61418,63600,66812,66416,0,0,0
Eye of Skovald,0,49085,48657,52275,52112,55385,55250,55127,58191,60145,61231,63437,64718,66236,67592,72560,72545,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,114965,117492,121723,126844,132468,135513,140777,146919,151321,156425,165297,170653,177449
Wriggling Sinew,0,49777,52072,49146,50954,52086,55889,57986,56811,58500,61586,62210,64736,66515,68169,71403,70159,0,0,0
Dreadstone of Endless Shadows,0,92712,94650,100350,100687,104417,110543,114070,116376,122032,128188,130385,134473,140890,144316,150989,155577,0,0,0
Reality Breacher,0,61737,63966,65917,71715,72423,79094,82945,86506,91078,94309,100465,101654,106508,110349,116424,123937,0,0,0
Portable Manacracker,0,52572,56469,57648,60317,64172,66479,68438,73036,76493,79623,82579,87196,92989,95818,100599,106001,0,0,0
Whispers in the Dark,0,97487,101778,104737,108128,111838,116059,121112,124341,130681,133897,139017,146142,150551,154051,161383,166615,0,0,0
Naraxas' Spiked Tongue,0,68680,69955,70209,74063,76020,78526,80509,82917,87490,87006,91837,93192,99136,99571,103367,107716,0,0,0
Caged Horror,0,54809,54945,56562,58223,61127,63293,62604,63169,64484,66249,68677,71033,73076,73186,78389,78588,0,0,0
Pharameres Forbidden Grimoire,0,64128,64513,65372,68609,69295,68834,73172,75216,76633,79896,80293,84104,85798,87291,90700,92884,0,0,0
Figurehead of the Naglfar,0,34744,36963,36345,37357,38892,39230,39119,39990,40581,41856,43860,42140,41758,44262,46561,46082,0,0,0
Obelisk of the Void,0,78679,79824,82154,86691,90334,93918,94495,97509,99545,106402,108254,110315,115528,121014,122228,129970,0,0,0
Unstable Horrorslime,0,42788,44721,44840,45615,46776,45727,46826,49517,51681,49402,52444,52846,55317,54740,56608,57843,0,0,0
