Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,50261,50028,53166,53422,55171,56000,57223,59668,62340,64039,65312,65984,69150,71415,74592,74452,0,0,0
Eye of Skovald,0,50362,51705,53519,54340,57027,59197,60170,63142,62753,65550,66938,70682,72010,74159,76469,79179,0,0,0
Norgannon's Prowess,0,0,0,0,0,0,0,89102,93749,94670,97522,103967,107762,112252,115643,120985,123462,130565,134512,140838
Wriggling Sinew,0,51673,51800,55240,57190,57425,59665,62107,61312,63563,66155,69141,69937,73736,75141,77690,80570,0,0,0
Dreadstone of Endless Shadows,0,74535,76971,79254,82818,84590,85668,90969,94826,95598,99569,103035,107539,109829,114580,120625,124196,0,0,0
Reality Breacher,0,61029,63954,66533,69809,74712,77696,81257,85587,88677,92787,97441,101712,106536,111866,117688,122423,0,0,0
Portable Manacracker,0,50641,54276,55863,58761,61657,64433,65254,69063,73106,75907,80846,84433,90742,93572,98103,102466,0,0,0
Whispers in the Dark,0,60828,65557,67836,72179,73059,76022,77708,82601,85614,90160,92311,98594,100647,105887,109412,112197,0,0,0
Naraxas' Spiked Tongue,0,65296,68299,70055,71742,74664,77104,81487,84214,86790,88821,92431,96699,100008,101632,107634,111024,0,0,0
Caged Horror,0,49820,53003,56619,55450,58317,58524,62396,65448,65930,66820,70372,71191,72885,77864,80272,81882,0,0,0
Pharameres Forbidden Grimoire,0,52661,52588,55554,57487,59329,59823,62774,64980,67747,67351,70584,74354,76318,77618,81947,85737,0,0,0
Figurehead of the Naglfar,0,33502,34792,35834,35084,36468,37845,38041,39480,38168,41272,40798,40912,41957,42931,45991,45752,0,0,0
Obelisk of the Void,0,58171,56875,60605,62698,64317,66085,68797,70337,74533,75921,79294,81883,84709,87181,90933,95627,0,0,0
Unstable Horrorslime,0,46404,45340,47182,49184,49627,48781,50849,50232,52572,52813,55868,55366,55915,57432,59956,59289,0,0,0
Oakheart's Gnarled Root,0,68579,73262,74213,77725,80334,85179,86827,89422,93956,97587,98632,104617,107300,110772,115569,119974,0,0,0
Padawsen's Unlucky Charm,0,71335,74455,73609,79128,83243,84741,87796,91175,96286,99571,103035,106327,110010,113634,118363,123492,0,0,0
Tarnished Sentinel Medallion,0,84291,87211,90715,94276,100059,101010,105666,108958,113503,119933,123850,129019,132052,139183,144868,150211,0,0,0
PVP Insignia of Dominance,0,60337,62832,63538,67819,70168,69540,74924,77342,78827,81689,85470,89499,91326,94961,98348,102365,0,0,0
Bough of Corruption,0,55856,57367,61764,63185,65380,70066,72243,76381,81590,82955,89817,90922,96676,102380,105064,109274,0,0,0
Norgannon's Prowess 15-Pantheon,0,0,0,0,0,0,0,122861,128719,134622,141095,143959,149649,153391,164231,170737,176391,183454,190851,199480
Charm of the Rising Tide,0,68534,71566,73732,76612,77196,80684,83770,86307,91471,94231,99583,101885,105087,108816,114553,116467,0,0,0
Prototype Personnel Decimator,0,0,85163,88605,90167,94831,100567,102725,105363,110625,114838,118203,125531,129340,133029,137650,145573,0,0,0
Norgannon's Prowess 5-Pantheon,0,0,0,0,0,0,0,100513,104168,107304,110629,116685,120795,126038,131232,135131,141023,145990,152048,160188
Infernal Writ,0,69693,72871,75320,78105,78870,83981,86240,90269,91398,96115,100434,103795,109638,113271,115065,122332,0,0,0
Erratic Metronome,0,72195,74789,77203,82468,85189,85141,90283,93915,96307,98193,103472,105197,110088,113165,118696,124140,0,0,0
Sheath of Asara,0,0,94993,99994,103820,109578,113343,119061,126086,131470,140521,143379,150444,158476,166346,173096,183164,0,0,0
Terror From Below,0,90588,93050,97390,99985,101821,107420,110624,114799,121207,125052,127559,134289,139433,147227,152583,158127,0,0,0
Icon of Rot,0,72025,71259,75954,78657,79697,84587,87835,90155,93922,96596,99116,103913,107738,109133,115436,118693,0,0,0
Stat Crit,0,73703,76755,79262,81391,84671,89211,90773,93970,98688,101822,105257,108559,114281,117791,121951,127088,0,0,0
