Trinket,900,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
Elementium Bomb Squirrel Generator,0,51048,54358,51801,52278,55534,53530,58178,57685,59006,61580,61119,63584,64754,66057,69627,70790,0,0,0
Eye of Skovald,0,59573,56660,60312,60097,63382,65438,69257,69727,70828,74134,74671,75153,80916,79188,84542,85238,0,0,0
Convergence of Fates,0,150565,156558,158264,162733,165836,169741,174846,182160,185223,185860,193483,199025,205695,214285,217366,225120,0,0,0
Splinters of Agronox,0,76316,80160,81222,85133,89025,94962,97129,99834,106507,109154,115713,120834,127707,132301,133138,143738,0,0,0
Naraxas Spiked Tongue,0,75719,80167,85234,83981,84346,88591,87941,95163,100005,100317,102753,108818,111915,114630,120499,122725,0,0,0
Caged Horror,0,62330,63509,63654,63810,66144,68328,69885,72639,70670,74177,78897,79442,83011,84012,87442,88063,0,0,0
Figurehead of the Naglfar,0,41810,40762,43312,43534,45348,48672,47240,49891,48765,49626,49467,52929,52292,51616,53529,54154,0,0,0
Oakhearts Gnarled Root,0,70253,75210,75357,75380,81546,80965,83175,88912,90684,93123,95064,100168,103574,105642,109696,112970,0,0,0
Entwined Elemental Foci,0,114528,116825,121089,124518,130503,131856,137665,148751,147416,153792,158765,168488,174162,181209,186214,194943,0,0,0
Obelisk of the Void,0,109139,111979,116927,120606,124117,128710,131707,137472,138871,142651,149842,155587,161919,165782,172910,181241,0,0,0
Unstable Horrorslime,0,51496,51557,51962,55116,54850,56890,59307,59007,60028,58095,62147,61760,65674,65123,68523,68390,0,0,0
Terror from Below,0,89764,92816,96370,99756,102759,108383,111397,114785,118441,123456,127960,133116,135505,142434,150396,154201,0,0,0
Tarnished Sentinel Medallion,0,97029,100421,103765,108125,113050,117215,120292,126264,128412,135900,140267,143676,150283,156403,161063,165626,0,0,0
PVP Insignia of Conquest,0,89451,94109,99429,101880,105391,107236,114742,117081,120327,126290,128058,134731,139435,144299,149319,154788,0,0,0
Moonlit Prism,0,93423,94036,93575,98477,100760,102378,106212,112304,114509,118032,117500,123707,128122,128262,130937,138623,0,0,0
Prototype Personnel Decimator,0,0,98115,103641,105882,109671,110940,115367,119434,122416,123093,129729,131524,138217,142338,144970,151614,0,0,0
Stat Crit,0,106158,111968,116584,118045,122230,129459,134833,138868,143322,148906,153444,163318,167695,174218,177734,187851,0,0,0
Tirathons Betrayal,0,78669,84805,89622,93560,98540,102122,108759,112686,119759,125133,126924,136260,140894,148979,155197,164474,0,0,0
Nightblooming Frond,0,78844,83323,87461,92591,94988,99948,107203,107432,113657,120857,126061,132490,140837,143018,151951,156657,0,0,0
VoidStalkers Contract,0,76102,79801,87547,86243,90224,94190,97937,104068,111290,112091,122538,128454,134779,139350,143669,152454,0,0,0
Spectral Thurible,0,72188,75282,77811,81189,79331,84371,87496,88909,95064,98794,100842,103477,107349,112709,116043,120270,0,0,0
Cradle of Anguish,0,126598,135383,136780,140494,149464,154347,157450,161666,168362,172051,181252,187626,189877,198594,211823,217339,0,0,0
Bloodthirsty Instict,0,130122,135579,137575,145159,148032,156043,158655,165564,172590,178887,186472,194059,200457,206247,218168,221388,0,0,0
Stat Mastery,0,112200,115415,120665,123078,130830,131761,138703,142179,144496,153735,159550,164921,171833,181107,184987,191669,0,0,0
Stormsinger Fulmination Charge,0,106109,109711,110222,119305,121510,128383,134102,139929,141472,148632,150988,159605,165071,170196,178156,183308,0,0,0
